0.06203559702782098 0.07395887333678935 0.0924485916709867 0.279419388284085 0.492137549680318
increas 0.013418283618109856 0.01083621020329881 0.007403891789273849 0.013170353791856762 0.03463574097135741
1987 0.00666087460179554 0.01227464518603759 0.0037019458946369243 0.0077472669363863305 0.04459838107098381
ltd 0.0044405830678636935 0.00028768699654775604 0.0018035121025154247 0.037703365757080144 0.029265255292652552
buy 0.0028960324355632784 0.008151131568853089 0.010915994304698624 0.05216493070500129 0.003424657534246575
more 0.01071532001158413 0.016781741465285768 0.016041765543426675 0.022983558577946112 0.0112079701120797
other 0.009460372622840043 0.009014192558496356 0.014333175130517323 0.028750968408367047 0.013854296388542964
agreement 0.005212858384013901 0.009014192558496356 0.017940199335548173 0.039769303606783164 0.0043586550435865505
than 0.010908388840621681 0.017165324127349443 0.013289036544850499 0.017646552466213307 0.015333125778331258
1985 0.005695530456607781 0.0055619485999232835 0.0053156146179402 0.0038736334681931653 0.04763387297633873
interest 0.005116323969495125 0.002685078634445723 0.018414807783578548 0.029525695102005683 0.016422789539227895
month 0.012549473887440873 0.011123897199846567 0.0170859041290935 0.009899285529826978 0.021248443337484435
total 0.009074234964764939 0.015535097813578827 0.008827717133364974 0.02177842816561935 0.016267123287671232
offici 0.01689352254078579 0.02090525508247027 0.023255813953488372 0.011276577429628992 0.0023349937733499375
after 0.013128680374553529 0.003356348293057154 0.015757000474608446 0.01532237238529741 0.021948941469489416
plan 0.00830195964861473 0.006904487917146145 0.004746084480303749 0.03305500559524834 0.015800124533001246
result 0.0036683077517134857 0.005466052934407365 0.0041765543426673 0.009468881811138849 0.04210772104607721
stg 0.0016410850468191911 0.002109704641350211 0.04394874228761272 0.00671429801153482 0.015800124533001246
sharehold 0.0004826720725938797 0.00028768699654775604 0.00028476506881822496 0.04536455194972885 0.019069115815691158
acquir 0.0012549473887440872 9.589566551591868e-05 0.00018984337921214997 0.06077300507876388 0.004669987546699875
10 0.0058885992856453325 0.006808592251630227 0.006929283341243474 0.01170698114831712 0.03416874221668742
wheat 0.0001930688290375519 0.07345607978519371 0.00018984337921214997 8.608074373762589e-05 7.783312577833126e-05
say 0.013611352447147408 0.006616800920598389 0.02439487422876127 0.019196005853490575 0.006304483188044832
current 0.0069504778453518675 0.009110088224012275 0.01566207878500237 0.013945080485495394 0.020236612702366128
acquisit 0.0009653441451877594 0.00019179133103183735 9.492168960607498e-05 0.05233709219247654 0.010273972602739725
4th 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.05829701120797011
export 0.01544550632300415 0.042481779823551974 0.010061699098243948 0.0009468881811138849 0.0021793275217932753
board 0.0011584129742253113 0.005657844265439202 0.003986710963455149 0.03684255831970388 0.015644458281444583
invest 0.004633651896901245 0.0015343306482546988 0.004935927859515899 0.033227167082723594 0.018602117061021172
common 0.0006757409016314316 0.0006712696586114307 0.0017085904129093498 0.04252388740638719 0.01665628891656289
gain 0.002799498021044502 0.0010548523206751054 0.0032273374466065497 0.005164844624257554 0.04615504358655043
today 0.013418283618109856 0.006425009589566552 0.024679639297579496 0.015494533872772661 0.0062266500622665
sell 0.004344048653344918 0.0027809742999616418 0.006644518272425249 0.04545063269346647 0.004047322540473225
15 0.003185635679119606 0.006425009589566552 0.007308970099667774 0.00878023586123784 0.03401307596513076
intern 0.0058885992856453325 0.003548139624088991 0.011295681063122924 0.026771111302401653 0.014476961394769615
set 0.00405444540978859 0.004794783275795934 0.014428096820123398 0.008263751398812086 0.028798256537982566
week 0.014190558934260064 0.018699654775604143 0.016801139060275274 0.011534819660841869 0.004436488169364882
if 0.009653441451877595 0.012658227848101266 0.01651637399145705 0.018937763622277698 0.006460149439601494
propos 0.006467805772757988 0.009205983889528193 0.005980066445182724 0.03434621675131273 0.006070983810709838
secur 0.0032821700936383823 0.0004794783275795934 0.0106312292358804 0.035723508651114746 0.010118306351183064
stake 0.0008688097306689834 9.589566551591868e-05 9.492168960607498e-05 0.05440303004217956 0.004125155666251557
pay 0.00357177333719471 0.0017261219792865361 0.0024679639297579496 0.008435912886287337 0.04023972602739726
analyst 0.00974997586639637 0.005657844265439202 0.009112482202183199 0.022467074115520357 0.013932129514321295
three 0.006757409016314316 0.006712696586114308 0.007403891789273849 0.01256778858569338 0.02529576587795766
six 0.003185635679119606 0.002397391637897967 0.010915994304698624 0.008091589911336834 0.03206724782067248
tax 0.012356405058403321 0.001822017644802455 0.005220692928334125 0.0021520185934406472 0.03502490660024907
govern 0.013997490105222513 0.01304181051016494 0.019269102990033222 0.012912111560643884 0.0031911581569115817
avg 9.653441451877595e-05 0.0004794783275795934 9.492168960607498e-05 8.608074373762589e-05 0.051681195516811954
no 0.010908388840621681 0.009685462217107787 0.011295681063122924 0.020487217009554963 0.0073941469489414696
five 0.005985133700164108 0.005274261603375527 0.007688656858092074 0.01239562709821813 0.025140099626400996
hold 0.00357177333719471 0.001246643651706943 0.007119126720455624 0.03692863906344151 0.00801681195516812
cash 0.0024133603629693987 0.004986574606827772 0.002183198860939725 0.0315916329517087 0.014009962640099627
busi 0.0014480162177816392 0.0022056003068661296 0.004271476032273375 0.028320564689678918 0.01805728518057285
currenc 0.0004826720725938797 0.0019179133103183737 0.053725676317038444 0.0006025652061633813 0.002957658779576588
prior 0.0004826720725938797 0.0008630609896432681 0.00018984337921214997 0.002582422312128777 0.045921544209215445
purchas 0.0027029636065257264 0.007575757575757576 0.006739439962031324 0.03434621675131273 0.003969489414694894
under 0.006274736943720436 0.01457614115841964 0.004746084480303749 0.023844366015322374 0.006460149439601494
could 0.008977700550246163 0.011123897199846567 0.013668723303274798 0.017043987260049926 0.005837484433374844
nation 0.008495028477652282 0.005753739930955121 0.022211675367821548 0.01360075751054489 0.006615815691158157
their 0.008205425234095955 0.00863060989643268 0.017750355956336023 0.017732633209950933 0.004202988792029888
some 0.009943044695433922 0.010548523206751054 0.015946843853820596 0.012912111560643884 0.00677148194271482
told 0.009363838208321266 0.00728807057920982 0.013004271476032274 0.016097099078936042 0.009184308841843089
foreign 0.010811854426102906 0.0030686612965093976 0.02838158519221642 0.008005509167599208 0.0059931506849315065
against 0.005502461627570229 0.007096279248177982 0.02145230185097295 0.007144701730222949 0.013309464508094644
all 0.006853943430833092 0.006808592251630227 0.005220692928334125 0.02685719204613928 0.007861145703611457
merger 0.0003861376580751038 0.00028768699654775604 9.492168960607498e-05 0.049152104674184384 0.0023349937733499375
20 0.004247514238826141 0.00652090525508247 0.0022781205505457997 0.01360075751054489 0.024517434620174347
we 0.011487595327734338 0.010452627541235136 0.012529663028001898 0.011879142635792372 0.008405977584059776
system 0.0023168259484506225 0.0031645569620253164 0.017370669197911724 0.019368167340965827 0.010740971357409713
div 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.04646637608966376
approv 0.0017376194613379669 0.0046988876102800154 0.0014238253440911248 0.03296892485151072 0.01050747198007472
meet 0.010039579109952698 0.0060414269275028765 0.013858566682486948 0.015150210897822158 0.00863947696139477
over 0.008495028477652282 0.009877253548139625 0.009207403891789274 0.015580614616510287 0.009806973848069738
make 0.004344048653344918 0.007383966244725738 0.0064546748932130995 0.022725316346733235 0.010740971357409713
financi 0.0018341538758567429 0.0013425393172228615 0.007783578547698149 0.023069639321683738 0.01611145703611457
japan 0.0021237571194130706 0.0046988876102800154 0.036544850498338874 0.008521993630024963 0.0021793275217932753
30 0.0036683077517134857 0.0046988876102800154 0.0035121025154247745 0.01170698114831712 0.024517434620174347
state 0.013128680374553529 0.013233601841196778 0.008448030374940674 0.011276577429628992 0.005759651307596513
agre 0.004730186311420022 0.002397391637897967 0.01044138585666825 0.03038650253938194 0.0022571606475716064
manag 0.0021237571194130706 0.002109704641350211 0.005220692928334125 0.03064474477059482 0.008561643835616438
american 0.0034752389226759338 0.001822017644802455 0.0024679639297579496 0.027976241714728414 0.01229763387297634
grain 9.653441451877595e-05 0.05264672036823936 9.492168960607498e-05 0.00043040371868812945 0.00023349937733499379
firm 0.004730186311420022 0.001246643651706943 0.005220692928334125 0.03184987518292158 0.005448318804483188
nine 0.0008688097306689834 0.0019179133103183737 0.0016136687233032749 0.005164844624257554 0.034869240348692404
complet 0.0027029636065257264 0.0015343306482546988 0.0009492168960607499 0.03735904278212964 0.004747820672478207
major 0.004150979824307365 0.00805523590333717 0.016421452301850974 0.01256778858569338 0.007783312577833126
tender 0.0002896032435563278 0.00863060989643268 0.0045562411010915994 0.033657570801411726 0.0006226650062266501
ad 0.010329182353509025 0.006329113924050633 0.009682012339819648 0.011534819660841869 0.010196139476961396
yen 0.0008688097306689834 0.00019179133103183735 0.04157570004746085 0.00146337264353964 0.00552615193026152
there 0.008688097306689836 0.009973149213655544 0.014807783578547697 0.010501850735990359 0.004669987546699875
reserv 0.015155903079447823 0.003260452627541235 0.020977693402942574 0.0037875527244555394 0.005915317559153176
own 0.0028960324355632784 0.0009589566551591868 0.0027527289985761747 0.03176379443918396 0.00677148194271482
continu 0.006757409016314316 0.004890678941311853 0.007783578547698149 0.012826030816906258 0.013387297633872976
gener 0.004633651896901245 0.004411200613732259 0.0033222591362126247 0.019023844366015324 0.012764632627646327
mark 0.0001930688290375519 0.0008630609896432681 0.018130042714760323 0.005681329086683309 0.018835616438356163
credit 0.0023168259484506225 0.006329113924050633 0.006644518272425249 0.0077472669363863305 0.020236612702366128
estim 0.007722753161502075 0.014767932489451477 0.008068343616516375 0.004992683136782302 0.010118306351183064
level 0.008977700550246163 0.007575757575757576 0.019174181300427147 0.0021520185934406472 0.008250311332503113
bid 0.0021237571194130706 0.005274261603375527 0.0031324157570004744 0.032452440389084965 0.0014009962640099626
made 0.004247514238826141 0.007096279248177982 0.005790223065970574 0.018249117672376688 0.008250311332503113
rais 0.01168066415677189 0.002493287303413886 0.003986710963455149 0.012912111560643884 0.012219800747198008
barrel 0.04508157158026837 9.589566551591868e-05 0.00037968675842429994 0.0009468881811138849 0.0009339975093399751
loan 0.004247514238826141 0.005466052934407365 0.0032273374466065497 0.012051304123267626 0.016967621419676213
take 0.0044405830678636935 0.004411200613732259 0.011485524442335074 0.017130068003787552 0.0062266500622665
earlier 0.005309392798532677 0.005178365937859608 0.006834361651637399 0.010846173710940862 0.014399128268991283
rise 0.009363838208321266 0.004411200613732259 0.016801139060275274 0.001635534131014892 0.011908468244084683
announc 0.003764842166232262 0.004123513617184504 0.0041765543426673 0.022553154859257983 0.00801681195516812
asset 0.0006757409016314316 9.589566551591868e-05 0.00208827717133365 0.025910303865025394 0.01237546699875467
issu 0.0034752389226759338 0.004411200613732259 0.007973421926910298 0.01635534131014892 0.010351805728518057
term 0.0026064291920069507 0.002397391637897967 0.006169909824394874 0.025307738658862013 0.005759651307596513
becaus 0.008688097306689836 0.008342922899884924 0.009112482202183199 0.009296720323663597 0.00801681195516812
corn 0.0003861376580751038 0.04344073647871116 9.492168960607498e-05 0.0021520185934406472 7.783312577833126e-05
period 0.0027029636065257264 0.006137322593018795 0.004935927859515899 0.004562279418094172 0.02226027397260274
chang 0.006274736943720436 0.007000383582662063 0.013099193165638349 0.006025652061633813 0.010663138231631382
four 0.004344048653344918 0.004123513617184504 0.004081632653061225 0.008952397348713092 0.019302615193026153
close 0.006274736943720436 0.002397391637897967 0.009112482202183199 0.018076956184901436 0.006615815691158157
import 0.01428709334877884 0.018507863444572305 0.00816326530612245 0.0019798571059653955 0.0019458281444582814
countri 0.013032145960034752 0.01093210586881473 0.015377313716184149 0.00292674528707928 0.0022571606475716064
time 0.005792064871126557 0.00652090525508247 0.010156620787850023 0.01299819230438151 0.00684931506849315
cost 0.005695530456607781 0.007383966244725738 0.00208827717133365 0.00439011793061892 0.02054794520547945
into 0.005598996042089004 0.005178365937859608 0.007403891789273849 0.017732633209950933 0.0059931506849315065
money 0.0004826720725938797 0.0004794783275795934 0.04119601328903655 0.001635534131014892 0.0007783312577833125
12 0.00357177333719471 0.0023014959723820483 0.002183198860939725 0.006456055780321942 0.024283935242839352
capit 0.0019306882903755188 0.0006712696586114307 0.0064546748932130995 0.016269260566411294 0.014399128268991283
between 0.005116323969495125 0.01227464518603759 0.010061699098243948 0.010587931479727985 0.004436488169364882
world 0.00974997586639637 0.008822401227464518 0.0064546748932130995 0.010587931479727985 0.0062266500622665
subsidiari 0.0024133603629693987 0.00028768699654775604 0.00028476506881822496 0.02685719204613928 0.00933997509339975
crude 0.04150979824307366 0.00028768699654775604 9.492168960607498e-05 0.00043040371868812945 0.0018679950186799503
ga 0.020272227048942947 0.00019179133103183735 0.00018984337921214997 0.010415769992252733 0.009573474470734745
franc 0.0009653441451877594 0.002685078634445723 0.013573801613668723 0.0057674098304209345 0.016267123287671232
qtli 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.034869240348692404
dealer 0.0003861376580751038 0.0020138089758342925 0.0345514950166113 0.004217956443143669 0.0007004981320049813
feder 0.002992566850082054 0.002397391637897967 0.011770289511153298 0.015580614616510287 0.006615815691158157
cut 0.006853943430833092 0.005945531261986959 0.016421452301850974 0.003959714211930791 0.007316313823163138
ani 0.005792064871126557 0.007192174913693901 0.007024205030849549 0.015236291641559783 0.004669987546699875
around 0.005598996042089004 0.004794783275795934 0.022211675367821548 0.004217956443143669 0.004202988792029888
split 0.0001930688290375519 0.0004794783275795934 0.00018984337921214997 0.0010329689248515107 0.03284557907845579
februari 0.011101457669659233 0.005657844265439202 0.010821072615092549 0.004562279418094172 0.007861145703611457
statement 0.006274736943720436 0.0022056003068661296 0.004841006169909824 0.01652750279762417 0.008561643835616438
25 0.003764842166232262 0.003931722286152666 0.0045562411010915994 0.007575105448911079 0.017512453300124534
central 0.0013514818032628632 0.0013425393172228615 0.03312766967252017 0.0030989067745545323 0.0020236612702366126
servic 0.0025098947774881745 0.0020138089758342925 0.002183198860939725 0.0192820865972282 0.011285803237858032
depart 0.004826720725938797 0.022056003068661297 0.0018035121025154247 0.008952397348713092 0.002724159402241594
see 0.004344048653344918 0.0031645569620253164 0.005790223065970574 0.0037875527244555394 0.019691780821917807
declin 0.007240081088908196 0.003356348293057154 0.010251542477456098 0.00817767065507446 0.009417808219178082
further 0.0028960324355632784 0.0038358266206367474 0.019269102990033222 0.007833347680123956 0.0049813200498132005
control 0.0012549473887440872 0.0017261219792865361 0.0044613194114855245 0.0265989498149264 0.003035491905354919
lower 0.005116323969495125 0.006712696586114308 0.006549596582819174 0.0028406645433416543 0.01548879202988792
now 0.006178202529201661 0.0055619485999232835 0.010156620787850023 0.01110441594215374 0.0049813200498132005
spokesman 0.006853943430833092 0.004123513617184504 0.004746084480303749 0.01781871395368856 0.003969489414694894
valu 0.0026064291920069507 0.003260452627541235 0.0053156146179402 0.01799087544116381 0.00677148194271482
chairman 0.0019306882903755188 0.0019179133103183737 0.0032273374466065497 0.018335198416114314 0.009417808219178082
28 0.0007722753161502076 0.0010548523206751054 0.00132890365448505 0.0038736334681931653 0.025451432129514322
produc 0.01380442127618496 0.012658227848101266 0.0015187470336971997 0.006111732805371439 0.0031911581569115817
futur 0.006467805772757988 0.008822401227464518 0.00854295206454675 0.006456055780321942 0.00614881693648817
compar 0.0038613765807510377 0.005178365937859608 0.006834361651637399 0.002582422312128777 0.01603362391033624
januari 0.006853943430833092 0.004123513617184504 0.009302325581395349 0.0037014719807179136 0.011441469489414696
incom 0.0009653441451877594 0.002109704641350211 0.0011390602752728999 0.002582422312128777 0.025529265255292654
while 0.0073366155034269714 0.005945531261986959 0.008637873754152824 0.006886459499010071 0.007160647571606476
exclud 0.0007722753161502076 0.0007671653241273494 0.00047460844803037496 0.0013772918998020143 0.028097758405977585
rose 0.006757409016314316 0.002685078634445723 0.005600379686758424 0.00335714900576741 0.015644458281444583
sourc 0.006757409016314316 0.011507479861910242 0.010251542477456098 0.007575105448911079 0.0008561643835616438
when 0.007529684332464524 0.004507096279248178 0.011295681063122924 0.008263751398812086 0.004436488169364882
financ 0.002027222704894295 0.0009589566551591868 0.011865211200759373 0.014978049410346906 0.005136986301369863
mth 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.030510585305105854
presid 0.009074234964764939 0.002589182968929804 0.004746084480303749 0.01196522337953 0.006615815691158157
outstand 0.0002896032435563278 0.00028768699654775604 0.0009492168960607499 0.02496341568391151 0.006615815691158157
day 0.016121247224635583 0.0029727656309934793 0.007688656858092074 0.007575105448911079 0.0018679950186799503
revenu 0.006178202529201661 0.0007671653241273494 0.00018984337921214997 0.00817767065507446 0.017045454545454544
develop 0.008398494063133507 0.002685078634445723 0.005220692928334125 0.008694155117500215 0.008872976338729764
commiss 0.0012549473887440872 0.00728807057920982 0.0008542952064546749 0.019798571059653956 0.004280821917808219
due 0.004633651896901245 0.004507096279248178 0.0054105363075462745 0.00628389429284669 0.012219800747198008
befor 0.005019789554976349 0.0022056003068661296 0.008258186995728525 0.007919428423861582 0.00988480697384807
50 0.0069504778453518675 0.0029727656309934793 0.0019933554817275745 0.01007144701730223 0.01050747198007472
receiv 0.0015445506323004152 0.005466052934407365 0.00132890365448505 0.01867952139106482 0.00560398505603985
fund 0.0009653441451877594 0.0008630609896432681 0.014333175130517323 0.0096410432986141 0.007316313823163138
fall 0.005405927213051453 0.006425009589566552 0.014143331751305173 0.0007747266936386331 0.007316313823163138
payment 0.0024133603629693987 0.01083621020329881 0.004271476032273375 0.00671429801153482 0.008795143212951433
growth 0.0023168259484506225 0.0016302263137706176 0.012529663028001898 0.002496341568391151 0.013309464508094644
sinc 0.005019789554976349 0.006137322593018795 0.010061699098243948 0.007489024705173453 0.0049813200498132005
down 0.007915821990539628 0.00652090525508247 0.009871855719031798 0.0026685030558664027 0.00684931506849315
recent 0.004826720725938797 0.005753739930955121 0.009302325581395349 0.008349832142549711 0.0049813200498132005
through 0.004923255140457573 0.006616800920598389 0.004841006169909824 0.010932254454678488 0.00552615193026152
should 0.005695530456607781 0.00584963559647104 0.007403891789273849 0.00585349057415856 0.007861145703611457
debt 0.003185635679119606 0.00028768699654775604 0.007688656858092074 0.008521993630024963 0.011363636363636364
reduc 0.0036683077517134857 0.007096279248177982 0.006074988134788799 0.005337006111732805 0.009495641344956413
opec 0.03426971715416546 9.589566551591868e-05 0.00018984337921214997 8.608074373762589e-05 7.783312577833126e-05
canada 0.005695530456607781 0.00508247027234369 0.005980066445182724 0.008608074373762589 0.006460149439601494
japanes 0.0025098947774881745 0.0019179133103183737 0.016611295681063124 0.009985366273564604 0.0016344956413449564
polici 0.004150979824307365 0.005178365937859608 0.01983863312766967 0.0026685030558664027 0.001556662515566625
higher 0.006081668114682885 0.0046988876102800154 0.0035121025154247745 0.00335714900576741 0.013153798256537983
